Date,GSPC_Open,GSPC_High,GSPC_Low,GSPC_Close,GSPC_Volume,GSPC_AdjClose
1990-05-17,354.0,356.920013,354.0,354.47000099999997,164770000.0,354.47000099999997
1990-05-18,354.47000099999997,354.640015,352.519989,354.640015,162520000.0,354.640015
1990-05-21,354.640015,359.070007,353.77999900000003,358.0,166280000.0,358.0
1990-05-22,358.0,360.5,356.089996,358.429993,203350000.0,358.429993
1990-05-23,358.429993,359.290009,356.98999,359.290009,172330000.0,359.290009
1990-05-24,359.290009,359.559998,357.869995,358.410004,155140000.0,358.410004
1990-05-25,358.410004,358.410004,354.320007,354.579987,120250000.0,354.579987
1990-05-29,354.579987,360.649994,354.549988,360.649994,137410000.0,360.649994
1990-05-30,360.649994,362.26001,360.0,360.859985,199540000.0,360.859985
1990-05-31,360.859985,361.839996,360.230011,361.230011,165690000.0,361.230011
1990-06-01,361.26001,363.519989,361.209991,363.160004,187860000.0,363.160004
1990-06-04,363.160004,367.850006,362.429993,367.399994,175520000.0,367.399994
1990-06-05,367.399994,368.77999900000003,365.48999,366.640015,199720000.0,366.640015
1990-06-06,366.640015,366.640015,364.420013,364.959991,164030000.0,364.959991
1990-06-07,365.920013,365.920013,361.600006,363.149994,160360000.0,363.149994
1990-06-08,363.149994,363.48999,357.679993,358.709991,142600000.0,358.709991
1990-06-11,358.709991,361.630005,357.700012,361.630005,119550000.0,361.630005
1990-06-12,361.630005,367.269989,361.149994,366.25,157100000.0,366.25
1990-06-13,366.25,367.089996,364.51001,364.899994,158910000.0,364.899994
1990-06-14,364.899994,364.899994,361.640015,362.899994,135770000.0,362.899994
1990-06-15,362.890015,363.140015,360.709991,362.910004,205130000.0,362.910004
1990-06-18,362.910004,362.910004,356.880005,356.880005,133470000.0,356.880005
1990-06-19,356.880005,358.899994,356.179993,358.47000099999997,134930000.0,358.47000099999997
1990-06-20,358.47000099999997,359.910004,357.0,359.100006,137420000.0,359.100006
1990-06-21,359.100006,360.880005,357.630005,360.47000099999997,138570000.0,360.47000099999997
1990-06-22,360.519989,363.200012,355.309998,355.429993,172570000.0,355.429993
1990-06-25,355.420013,356.410004,351.910004,352.309998,133100000.0,352.309998
1990-06-26,352.320007,356.089996,351.850006,352.059998,141420000.0,352.059998
1990-06-27,352.059998,355.890015,351.230011,355.140015,146620000.0,355.140015
1990-06-28,355.160004,357.630005,355.160004,357.630005,136120000.0,357.630005
1990-06-29,357.640015,359.089996,357.299988,358.019989,145510000.0,358.019989
1990-07-02,358.019989,359.579987,357.540009,359.540009,130200000.0,359.540009
1990-07-03,359.540009,360.730011,359.440002,360.160004,130050000.0,360.160004
1990-07-05,360.160004,360.160004,354.859985,355.679993,128320000.0,355.679993
1990-07-06,355.690002,359.019989,354.640015,358.420013,111730000.0,358.420013
1990-07-09,358.420013,360.049988,358.109985,359.519989,119390000.0,359.519989
1990-07-10,359.519989,359.73999,356.410004,356.48999,147630000.0,356.48999
1990-07-11,356.48999,361.230011,356.48999,361.230011,162220000.0,361.230011
1990-07-12,361.230011,365.459991,360.570007,365.440002,213180000.0,365.440002
1990-07-13,365.450012,369.679993,365.450012,367.309998,215600000.0,367.309998
1990-07-16,367.309998,369.77999900000003,367.309998,368.950012,149430000.0,368.950012
1990-07-17,368.950012,369.399994,364.98999,367.519989,176790000.0,367.519989
1990-07-18,367.519989,367.519989,362.950012,364.22000099999997,168760000.0,364.22000099999997
1990-07-19,364.22000099999997,365.320007,361.290009,365.320007,161990000.0,365.320007
1990-07-20,365.320007,366.640015,361.579987,361.609985,177810000.0,361.609985
1990-07-23,361.609985,361.609985,350.089996,355.309998,209030000.0,355.309998
1990-07-24,355.309998,356.089996,351.459991,355.790009,181920000.0,355.790009
1990-07-25,355.790009,357.519989,354.799988,357.089996,163530000.0,357.089996
1990-07-26,357.089996,357.47000099999997,353.950012,355.910004,155040000.0,355.910004
1990-07-27,355.899994,355.940002,352.140015,353.440002,149070000.0,353.440002
1990-07-30,353.440002,355.549988,351.149994,355.549988,146470000.0,355.549988
1990-07-31,355.549988,357.540009,353.910004,356.149994,175380000.0,356.149994
1990-08-01,356.149994,357.350006,353.820007,355.519989,178260000.0,355.519989
1990-08-02,355.519989,355.519989,349.730011,351.480011,253090000.0,351.480011
1990-08-03,351.480011,351.480011,338.200012,344.859985,295880000.0,344.859985
1990-08-06,344.859985,344.859985,333.269989,334.429993,240400000.0,334.429993
1990-08-07,334.429993,338.630005,332.22000099999997,334.829987,231580000.0,334.829987
1990-08-08,334.829987,339.209991,334.829987,338.350006,190400000.0,338.350006
1990-08-09,338.350006,340.559998,337.559998,339.940002,155810000.0,339.940002
1990-08-10,339.899994,339.899994,334.22000099999997,335.519989,145340000.0,335.519989
1990-08-13,335.390015,338.880005,332.019989,338.839996,122820000.0,338.839996
1990-08-14,338.839996,340.959991,337.190002,339.390015,130320000.0,339.390015
1990-08-15,339.390015,341.920013,339.380005,340.059998,136710000.0,340.059998
1990-08-16,340.059998,340.059998,332.390015,332.390015,138850000.0,332.390015
1990-08-17,332.359985,332.359985,324.630005,327.829987,212560000.0,327.829987
1990-08-20,327.829987,329.899994,327.070007,328.51001,129630000.0,328.51001
1990-08-21,328.51001,328.51001,318.77999900000003,321.859985,194630000.0,321.859985
1990-08-22,321.859985,324.149994,316.549988,316.549988,175550000.0,316.549988
1990-08-23,316.549988,316.549988,306.559998,307.059998,250440000.0,307.059998
1990-08-24,307.059998,311.649994,306.179993,311.51001,199040000.0,311.51001
1990-08-27,311.549988,323.109985,311.549988,321.440002,160150000.0,321.440002
1990-08-28,321.440002,322.200012,320.25,321.339996,127660000.0,321.339996
1990-08-29,321.339996,325.829987,320.869995,324.190002,134240000.0,324.190002
1990-08-30,324.190002,324.570007,317.820007,318.709991,120890000.0,318.709991
1990-08-31,318.709991,322.570007,316.589996,322.559998,96480000.0,322.559998
1990-09-04,322.559998,323.089996,319.109985,323.089996,92940000.0,323.089996
1990-09-05,323.089996,324.519989,320.98999,324.390015,120610000.0,324.390015
1990-09-06,324.390015,324.390015,319.369995,320.459991,125620000.0,320.459991
1990-09-07,320.459991,324.179993,319.709991,323.399994,123800000.0,323.399994
1990-09-10,323.420013,326.52999900000003,320.309998,321.630005,119730000.0,321.630005
1990-09-11,321.630005,322.179993,319.600006,321.040009,113220000.0,321.040009
1990-09-12,321.040009,322.549988,319.600006,322.540009,129890000.0,322.540009
1990-09-13,322.51001,322.51001,318.019989,318.649994,123390000.0,318.649994
1990-09-14,318.649994,318.649994,314.76001,316.829987,133390000.0,316.829987
1990-09-17,316.829987,318.049988,315.209991,317.769989,110600000.0,317.769989
1990-09-18,317.769989,318.850006,314.269989,318.600006,141130000.0,318.600006
1990-09-19,318.600006,319.350006,316.25,316.600006,147530000.0,316.600006
1990-09-20,316.600006,316.600006,310.549988,311.480011,145100000.0,311.480011
1990-09-21,311.52999900000003,312.170013,307.980011,311.320007,201050000.0,311.320007
1990-09-24,311.299988,311.299988,303.579987,304.589996,164070000.0,304.589996
1990-09-25,305.459991,308.269989,304.230011,308.26001,155940000.0,308.26001
1990-09-26,308.26001,308.27999900000003,303.049988,305.059998,155570000.0,305.059998
1990-09-27,305.059998,307.47000099999997,299.100006,300.97000099999997,182690000.0,300.97000099999997
1990-09-28,300.97000099999997,306.049988,295.980011,306.049988,201010000.0,306.049988
1990-10-01,306.100006,314.940002,306.100006,314.940002,202210000.0,314.940002
1990-10-02,314.940002,319.690002,314.940002,315.209991,188360000.0,315.209991
1990-10-03,315.209991,316.26001,310.700012,311.399994,135490000.0,311.399994
1990-10-04,311.399994,313.399994,308.589996,312.690002,145410000.0,312.690002
1990-10-05,312.690002,314.790009,305.76001,311.5,153380000.0,311.5
1990-10-08,311.5,315.02999900000003,311.5,313.480011,99470000.0,313.480011
1990-10-09,313.459991,313.459991,305.089996,305.100006,145610000.0,305.100006
1990-10-10,305.089996,306.429993,299.209991,300.390015,169190000.0,300.390015
1990-10-11,300.390015,301.450012,294.51001,295.459991,180060000.0,295.459991
1990-10-12,295.450012,301.679993,295.22000099999997,300.02999900000003,187940000.0,300.02999900000003
1990-10-15,300.02999900000003,304.790009,296.410004,303.230011,164980000.0,303.230011
1990-10-16,303.230011,304.339996,298.119995,298.920013,149570000.0,298.920013
1990-10-17,298.920013,301.5,297.790009,298.76001,161260000.0,298.76001
1990-10-18,298.75,305.73999,298.75,305.73999,204110000.0,305.73999
1990-10-19,305.73999,312.480011,305.73999,312.480011,221480000.0,312.480011
1990-10-22,312.480011,315.829987,310.47000099999997,314.76001,152650000.0,314.76001
1990-10-23,314.76001,315.059998,312.059998,312.359985,146300000.0,312.359985
1990-10-24,312.359985,313.51001,310.73999,312.600006,149290000.0,312.600006
1990-10-25,312.600006,313.709991,309.700012,310.170013,141460000.0,310.170013
1990-10-26,310.170013,310.170013,304.709991,304.709991,130190000.0,304.709991
1990-10-29,304.73999,307.410004,300.690002,301.880005,133980000.0,301.880005
1990-10-30,301.880005,304.359985,299.440002,304.059998,153450000.0,304.059998
1990-10-31,304.059998,305.700012,302.329987,304.0,156060000.0,304.0
1990-11-01,303.98999,307.269989,301.609985,307.019989,159270000.0,307.019989
1990-11-02,307.019989,311.940002,306.880005,311.850006,168700000.0,311.850006
1990-11-05,311.850006,314.609985,311.410004,314.589996,147510000.0,314.589996
1990-11-06,314.589996,314.76001,311.429993,311.619995,142660000.0,311.619995
1990-11-07,311.619995,311.619995,305.790009,306.01001,149130000.0,306.01001
1990-11-08,306.01001,309.769989,305.02999900000003,307.609985,155570000.0,307.609985
1990-11-09,307.609985,313.77999900000003,307.609985,313.73999,145160000.0,313.73999
1990-11-12,313.73999,319.769989,313.730011,319.480011,161390000.0,319.480011
1990-11-13,319.480011,319.480011,317.26001,317.670013,160240000.0,317.670013
1990-11-14,317.660004,321.700012,317.230011,320.399994,179310000.0,320.399994
1990-11-15,320.399994,320.399994,316.130005,317.019989,151370000.0,317.019989
1990-11-16,317.019989,318.799988,314.98999,317.119995,165440000.0,317.119995
1990-11-19,317.149994,319.390015,317.149994,319.339996,140950000.0,319.339996
1990-11-20,319.339996,319.339996,315.309998,315.309998,161170000.0,315.309998
1990-11-21,315.309998,316.149994,312.420013,316.02999900000003,140660000.0,316.02999900000003
1990-11-23,316.02999900000003,317.299988,315.059998,315.100006,63350000.0,315.100006
1990-11-26,315.079987,316.51001,311.480011,316.51001,131540000.0,316.51001
1990-11-27,316.51001,318.690002,315.799988,318.100006,147590000.0,318.100006
1990-11-28,318.109985,319.959991,317.619995,317.950012,145490000.0,317.950012
1990-11-29,317.950012,317.950012,315.02999900000003,316.420013,140920000.0,316.420013
1990-11-30,316.420013,323.019989,315.420013,322.22000099999997,192350000.0,322.22000099999997
1990-12-03,322.230011,324.899994,322.230011,324.100006,177000000.0,324.100006
1990-12-04,324.109985,326.769989,321.97000099999997,326.350006,185820000.0,326.350006
1990-12-05,326.359985,329.920013,325.660004,329.920013,205820000.0,329.920013
1990-12-06,329.940002,333.980011,328.369995,329.070007,256380000.0,329.070007
1990-12-07,329.089996,329.390015,326.390015,327.75,164950000.0,327.75
1990-12-10,327.75,328.97000099999997,326.149994,328.890015,138650000.0,328.890015
1990-12-11,328.880005,328.880005,325.649994,326.440002,145330000.0,326.440002
1990-12-12,326.440002,330.359985,326.440002,330.190002,182270000.0,330.190002
1990-12-13,330.140015,330.579987,328.769989,329.339996,162110000.0,329.339996
1990-12-14,329.339996,329.339996,325.160004,326.820007,151010000.0,326.820007
1990-12-17,326.820007,326.820007,324.459991,326.019989,118560000.0,326.019989
1990-12-18,326.019989,330.429993,325.75,330.049988,176460000.0,330.049988
1990-12-19,330.040009,330.799988,329.390015,330.200012,180380000.0,330.200012
1990-12-20,330.200012,330.73999,326.940002,330.119995,174700000.0,330.119995
1990-12-21,330.119995,332.47000099999997,330.119995,331.75,233400000.0,331.75
1990-12-24,331.73999,331.73999,329.160004,329.899994,57200000.0,329.899994
1990-12-26,329.890015,331.690002,329.890015,330.850006,78730000.0,330.850006
1990-12-27,330.850006,331.040009,328.230011,328.290009,102900000.0,328.290009
1990-12-28,328.290009,328.72000099999997,327.23999,328.72000099999997,111030000.0,328.72000099999997
1990-12-31,328.709991,330.230011,327.5,330.22000099999997,114130000.0,330.22000099999997
1991-01-02,330.200012,330.75,326.450012,326.450012,126280000.0,326.450012
1991-01-03,326.459991,326.52999900000003,321.899994,321.910004,141450000.0,321.910004
1991-01-04,321.910004,322.350006,318.869995,321.0,140820000.0,321.0
1991-01-07,320.97000099999997,320.97000099999997,315.440002,315.440002,130610000.0,315.440002
1991-01-08,315.440002,316.97000099999997,313.790009,314.899994,143390000.0,314.899994
1991-01-09,314.899994,320.730011,310.929993,311.48999,191100000.0,311.48999
1991-01-10,311.51001,314.769989,311.51001,314.52999900000003,124510000.0,314.52999900000003
1991-01-11,314.52999900000003,315.23999,313.589996,315.230011,123050000.0,315.230011
1991-01-14,315.230011,315.230011,309.350006,312.48999,120830000.0,312.48999
1991-01-15,312.48999,313.730011,311.839996,313.730011,110000000.0,313.730011
1991-01-16,313.730011,316.940002,312.940002,316.170013,134560000.0,316.170013
1991-01-17,316.25,327.97000099999997,316.25,327.97000099999997,319080000.0,327.97000099999997
1991-01-18,327.929993,332.230011,327.079987,332.230011,226770000.0,332.230011
1991-01-21,332.230011,332.230011,328.869995,331.059998,136290000.0,331.059998
1991-01-22,331.059998,331.26001,327.829987,328.309998,177060000.0,328.309998
1991-01-23,328.299988,331.040009,327.929993,330.209991,168620000.0,330.209991
1991-01-24,330.209991,335.829987,330.190002,334.77999900000003,223150000.0,334.77999900000003
1991-01-25,334.77999900000003,336.920013,334.200012,336.070007,194350000.0,336.070007
1991-01-28,336.059998,337.410004,335.809998,336.02999900000003,141270000.0,336.02999900000003
1991-01-29,336.02999900000003,336.02999900000003,334.26001,335.839996,155740000.0,335.839996
1991-01-30,335.799988,340.910004,335.709991,340.910004,226790000.0,340.910004
1991-01-31,340.920013,343.929993,340.47000099999997,343.929993,204520000.0,343.929993
1991-02-01,343.910004,344.899994,340.369995,343.049988,246670000.0,343.049988
1991-02-04,343.049988,348.709991,342.959991,348.339996,250750000.0,348.339996
1991-02-05,348.339996,351.839996,347.209991,351.26001,290570000.0,351.26001
1991-02-06,351.26001,358.070007,349.579987,358.070007,276940000.0,358.070007
1991-02-07,358.070007,363.429993,355.52999900000003,356.519989,292190000.0,356.519989
1991-02-08,356.519989,359.350006,356.019989,359.350006,187830000.0,359.350006
1991-02-11,359.359985,368.579987,359.320007,368.579987,265350000.0,368.579987
1991-02-12,368.579987,370.540009,365.5,365.5,256160000.0,365.5
1991-02-13,365.5,369.48999,364.640015,369.019989,209960000.0,369.019989
1991-02-14,369.019989,370.26001,362.769989,364.22000099999997,230750000.0,364.22000099999997
1991-02-15,364.230011,369.48999,364.230011,369.059998,228480000.0,369.059998
1991-02-19,369.059998,370.109985,367.049988,369.390015,189900000.0,369.390015
1991-02-20,369.369995,369.369995,364.380005,365.140015,185680000.0,365.140015
1991-02-21,365.140015,366.790009,364.5,364.97000099999997,180770000.0,364.97000099999997
1991-02-22,364.97000099999997,370.959991,364.230011,365.649994,218760000.0,365.649994
1991-02-25,365.649994,370.190002,365.160004,367.26001,193820000.0,367.26001
1991-02-26,367.26001,367.26001,362.190002,362.809998,164170000.0,362.809998
1991-02-27,362.809998,368.380005,362.809998,367.73999,211410000.0,367.73999
1991-02-28,367.730011,369.910004,365.950012,367.070007,223010000.0,367.070007
1991-03-01,367.070007,370.47000099999997,363.730011,370.47000099999997,221510000.0,370.47000099999997
1991-03-04,370.47000099999997,371.98999,369.070007,369.329987,199830000.0,369.329987
1991-03-05,369.329987,377.890015,369.329987,376.72000099999997,253700000.0,376.72000099999997
1991-03-06,376.72000099999997,379.660004,375.019989,376.170013,262290000.0,376.170013
1991-03-07,376.160004,377.48999,375.579987,375.910004,197060000.0,375.910004
1991-03-08,375.910004,378.690002,374.429993,374.950012,206850000.0,374.950012
1991-03-11,374.940002,375.100006,372.519989,372.959991,161600000.0,372.959991
1991-03-12,372.959991,374.350006,369.549988,370.02999900000003,176440000.0,370.02999900000003
1991-03-13,370.02999900000003,374.649994,370.02999900000003,374.570007,176000000.0,374.570007
1991-03-14,374.589996,378.27999900000003,371.76001,373.5,232070000.0,373.5
1991-03-15,373.5,374.579987,370.209991,373.589996,237650000.0,373.589996
1991-03-18,373.589996,374.089996,369.459991,372.109985,163100000.0,372.109985
1991-03-19,372.109985,372.109985,366.540009,366.589996,177070000.0,366.589996
1991-03-20,366.589996,368.850006,365.799988,367.920013,196810000.0,367.920013
1991-03-21,367.940002,371.01001,366.51001,366.579987,199830000.0,366.579987
1991-03-22,366.579987,368.22000099999997,365.579987,367.480011,160890000.0,367.480011
1991-03-25,367.480011,371.309998,367.459991,369.829987,153920000.0,369.829987
1991-03-26,369.829987,376.299988,369.369995,376.299988,198720000.0,376.299988
1991-03-27,376.27999900000003,378.480011,374.730011,375.350006,201830000.0,375.350006
1991-03-28,375.350006,376.600006,374.399994,375.22000099999997,150750000.0,375.22000099999997
1991-04-01,375.22000099999997,375.22000099999997,370.269989,371.299988,144010000.0,371.299988
1991-04-02,371.299988,379.5,371.299988,379.5,189530000.0,379.5
1991-04-03,379.5,381.559998,378.48999,378.940002,213720000.0,378.940002
1991-04-04,378.940002,381.880005,377.049988,379.769989,198120000.0,379.769989
1991-04-05,379.77999900000003,381.119995,374.149994,375.359985,187410000.0,375.359985
1991-04-08,375.350006,378.76001,374.690002,378.660004,138580000.0,378.660004
1991-04-09,378.649994,379.019989,373.109985,373.559998,169940000.0,373.559998
1991-04-10,373.570007,374.829987,371.209991,373.149994,167940000.0,373.149994
1991-04-11,373.149994,379.52999900000003,373.149994,377.630005,196570000.0,377.630005
1991-04-12,377.649994,381.070007,376.890015,380.399994,198610000.0,380.399994
1991-04-15,380.399994,382.320007,378.77999900000003,381.190002,161800000.0,381.190002
1991-04-16,381.190002,387.619995,379.640015,387.619995,214480000.0,387.619995
1991-04-17,387.619995,391.26001,387.299988,390.450012,246930000.0,390.450012
1991-04-18,390.450012,390.97000099999997,388.130005,388.459991,217410000.0,388.459991
1991-04-19,388.459991,388.459991,383.899994,384.200012,195520000.0,384.200012
1991-04-22,384.190002,384.190002,380.160004,380.950012,164410000.0,380.950012
1991-04-23,380.950012,383.549988,379.670013,381.76001,167840000.0,381.76001
1991-04-24,381.76001,383.019989,379.98999,382.76001,166800000.0,382.76001
1991-04-25,382.890015,382.890015,378.429993,379.25,166940000.0,379.25
1991-04-26,379.25,380.109985,376.769989,379.019989,154550000.0,379.019989
1991-04-29,379.01001,380.959991,373.660004,373.660004,149860000.0,373.660004
1991-04-30,373.660004,377.859985,373.01001,375.339996,206230000.0,375.339996
1991-05-01,375.350006,380.459991,375.269989,380.290009,181900000.0,380.290009
1991-05-02,380.290009,382.140015,379.820007,380.519989,187090000.0,380.519989
1991-05-03,380.519989,381.0,378.820007,380.799988,158150000.0,380.799988
1991-05-06,380.77999900000003,380.77999900000003,377.859985,380.079987,129110000.0,380.079987
1991-05-07,380.079987,380.910004,377.309998,377.320007,153290000.0,377.320007
1991-05-08,377.329987,379.26001,376.209991,378.51001,157240000.0,378.51001
1991-05-09,378.51001,383.559998,378.51001,383.25,180460000.0,383.25
1991-05-10,383.26001,383.910004,375.609985,375.73999,172730000.0,375.73999
1991-05-13,375.73999,377.019989,374.619995,376.76001,129620000.0,376.76001
1991-05-14,375.51001,375.52999900000003,370.820007,371.619995,207890000.0,371.619995
1991-05-15,371.549988,372.47000099999997,365.829987,368.570007,193110000.0,368.570007
1991-05-16,368.570007,372.51001,368.570007,372.190002,154460000.0,372.190002
1991-05-17,372.190002,373.01001,369.440002,372.390015,174210000.0,372.390015
1991-05-20,372.390015,373.649994,371.26001,372.27999900000003,109510000.0,372.27999900000003
1991-05-21,372.27999900000003,376.660004,372.27999900000003,375.350006,176620000.0,375.350006
1991-05-22,375.350006,376.5,374.399994,376.190002,159310000.0,376.190002
1991-05-23,376.190002,378.070007,373.549988,374.959991,173080000.0,374.959991
1991-05-24,374.97000099999997,378.079987,374.97000099999997,377.48999,124640000.0,377.48999
1991-05-28,377.48999,382.100006,377.119995,381.940002,162350000.0,381.940002
1991-05-29,381.940002,383.660004,381.369995,382.790009,188450000.0,382.790009
