Date,Open,High,Low,Close,Volume,Adj Close,SMA_Close_20-day,SMA_Close_10-day,MACD_Close,SMA_MACD_Close_7-day,Delta_SMA_MACD_Close_7-day,SwingFlag_7-day,SignSequence_7-days
1990-02-14,331.019989,333.200012,330.640015,332.01001,138530000.0,332.01001,330.66949925,331.46600040000004,-0.7965011500000401,2.120069657142803,-2.916570807142843,0,"-1,-1,-1,-1,-1,-1,-1"
1990-02-15,332.01001,335.209991,331.609985,334.890015,174620000.0,334.890015,330.5044999,332.076001,-1.5715011000000345,1.112498478571378,-2.6839995785714126,0,"-1,-1,-1,-1,-1,-1,-1"
1990-02-16,334.890015,335.640015,332.420013,332.72000099999997,166840000.0,332.72000099999997,330.18300024999996,332.25599980000004,-2.072999550000077,0.17999879285708534,-2.252998342857162,0,"-1,-1,-1,-1,-1,-1,-1"
1990-02-20,332.72000099999997,332.72000099999997,326.26001,327.98999,147300000.0,327.98999,330.0634994999999,331.86999820000005,-1.8064987000001338,-0.5049292285714923,-1.3015694714286417,0,"-1,-1,-1,-1,-1,-1,-1"
1990-02-21,327.910004,328.170013,324.47000099999997,327.670013,159240000.0,327.670013,329.86650089999995,331.6709991000001,-1.8044982000001255,-1.0327856642857844,-0.7717125357143411,0,"-1,-1,-1,-1,-1,-1,-1"
1990-02-22,327.670013,330.980011,325.700012,325.700012,184320000.0,325.700012,329.63850099999996,330.8660003000001,-1.2274993000001473,-1.359071092857229,0.13157179285708165,1,"-1,-1,-1,-1,-1,-1,1"
1990-02-23,325.700012,326.149994,322.100006,324.149994,148490000.0,324.149994,329.54200134999996,329.98500060000003,-0.4429992500000708,-1.3889281785715184,0.9459289285714476,0,"-1,-1,-1,-1,-1,1,1"
1990-02-26,324.160004,328.670013,323.980011,328.670013,148900000.0,328.670013,329.68550259999995,329.49000240000004,0.19550019999991264,-1.2472137000000967,1.4427139000000093,0,"-1,-1,-1,-1,1,1,1"
1990-02-27,328.679993,331.940002,328.47000099999997,330.26001,152590000.0,330.26001,329.93850249999997,329.5080047,0.4304977999999551,-0.9612138571429553,1.3917116571429102,0,"-1,-1,-1,1,1,1,1"
1990-02-28,330.26001,333.480011,330.160004,331.890015,184400000.0,331.890015,330.3840027,329.5950073,0.7889953999999761,-0.5523574357143762,1.3413528357143525,0,"-1,-1,1,1,1,1,1"
1990-03-01,331.890015,334.399994,331.079987,332.73999,157930000.0,332.73999,330.56700285,329.66800530000006,0.8989975499999332,-0.16585797142865236,1.0648555214285855,0,"-1,1,1,1,1,1,1"
1990-03-02,332.73999,335.540009,332.72000099999997,335.540009,164330000.0,335.540009,330.90450285,329.73300470000004,1.171498149999934,0.25928436428564183,0.9122137857142921,0,"1,1,1,1,1,1,1"
1990-03-05,335.540009,336.380005,333.48999,333.73999,140110000.0,333.73999,331.0455017,329.83500360000005,1.2104980999999384,0.6075697071427969,0.6029283928571415,0,"1,1,1,1,1,1,1"
1990-03-06,333.73999,337.929993,333.570007,337.929993,143640000.0,337.929993,331.34950104999996,330.82900390000003,0.520497149999926,0.7452120499999394,-0.22471490000001337,-1,"1,1,1,1,1,1,-1"
1990-03-07,337.929993,338.839996,336.329987,336.950012,163580000.0,336.950012,331.71400144999996,331.75700380000006,-0.043002350000108436,0.7111402571427935,-0.7541426071429019,0,"1,1,1,1,1,-1,-1"
1990-03-08,336.950012,340.660004,336.950012,340.269989,170900000.0,340.269989,332.0400009,333.2140015000001,-1.174000600000113,0.4819261999999266,-1.6559268000000396,0,"1,1,1,1,-1,-1,-1"
1990-03-09,340.119995,340.269989,336.839996,337.929993,150410000.0,337.929993,332.288501,334.59200140000013,-2.3035004000001322,0.040141085714196834,-2.343641485714329,0,"1,1,1,-1,-1,-1,-1"
1990-03-12,337.929993,339.079987,336.140015,338.670013,114790000.0,338.670013,332.54100189999997,335.59200140000013,-3.0509995000001595,-0.5241442071429593,-2.5268552928572,0,"1,1,-1,-1,-1,-1,-1"
1990-03-13,338.670013,338.670013,335.359985,336.0,145440000.0,336.0,332.83700254999997,336.16600040000014,-3.328997850000178,-1.1670722071429753,-2.1619256428572027,0,"1,-1,-1,-1,-1,-1,-1"
1990-03-14,336.0,337.630005,334.929993,336.869995,145060000.0,336.869995,333.12950285,336.66399840000014,-3.5344955500001447,-1.8449284428572728,-1.689567107142872,0,"-1,-1,-1,-1,-1,-1,-1"
1990-03-15,336.869995,338.910004,336.869995,338.070007,144410000.0,338.070007,333.4325027,337.1970001000001,-3.7644974000000957,-2.4570705214287045,-1.3074268785713912,0,"-1,-1,-1,-1,-1,-1,-1"
1990-03-16,338.070007,341.910004,338.070007,341.910004,222520000.0,341.910004,333.78350215,337.8339996000001,-4.05049745000008,-3.0295698214287006,-1.0209276285713793,0,"-1,-1,-1,-1,-1,-1,-1"
1990-03-19,341.910004,343.76001,339.119995,343.52999900000003,142300000.0,343.52999900000003,334.32400205000005,338.8130005000001,-4.488998450000054,-3.5031409428572635,-0.9858575071427902,0,"-1,-1,-1,-1,-1,-1,-1"
1990-03-20,343.52999900000003,344.48999,340.869995,341.570007,177320000.0,341.570007,335.00300290000007,339.17700190000005,-4.173998999999981,-3.7703550285715273,-0.40364397142845343,0,"-1,-1,-1,-1,-1,-1,-1"
1990-03-21,341.570007,342.339996,339.559998,339.73999,130990000.0,339.73999,335.60650175000006,339.4559997,-3.849497949999943,-3.8844262357143537,0.034928285714410645,1,"-1,-1,-1,-1,-1,-1,1"
1990-03-22,339.73999,339.769989,333.619995,335.690002,175930000.0,335.690002,336.1060012500001,338.99800100000004,-2.891999749999968,-3.821997935714324,0.9299981857143558,0,"-1,-1,-1,-1,-1,1,1"
1990-03-23,335.690002,337.579987,335.690002,337.22000099999997,132070000.0,337.22000099999997,336.7595016,338.9270018,-2.1675002000000063,-3.626712885714304,1.4592126857142977,0,"-1,-1,-1,-1,1,1,1"
1990-03-26,337.22000099999997,339.73999,337.22000099999997,337.630005,116110000.0,337.630005,337.2075012,338.82300100000003,-1.6154998000000091,-3.3197132285714344,1.7042134285714252,0,"-1,-1,-1,1,1,1,1"
1990-03-27,337.630005,341.5,337.02999900000003,341.5,131610000.0,341.5,337.76950070000004,339.37300100000004,-1.6035003000000074,-2.9701422071428527,1.3666419071428453,0,"-1,-1,1,1,1,1,1"
1990-03-28,341.5,342.579987,340.600006,342.0,142300000.0,342.0,338.27499995000005,339.8860015,-1.611001549999969,-2.558999792857126,0.9479982428571572,0,"-1,1,1,1,1,1,1"
1990-03-29,342.0,342.070007,339.769989,340.790009,132190000.0,340.790009,338.67750090000004,340.1580017,-1.4805007999999589,-2.174214335714266,0.6937135357143069,0,"1,1,1,1,1,1,1"
1990-03-30,340.790009,341.410004,338.209991,339.940002,139340000.0,339.940002,338.89750055,339.9610015,-1.063500949999991,-1.7762147642857014,0.7127138142857103,0,"1,1,1,1,1,1,1"
1990-04-02,339.940002,339.940002,336.329987,338.700012,124360000.0,338.700012,339.14550165,339.47800280000007,-0.33250115000004143,-1.4105721071428547,1.0780709571428133,0,"1,1,1,1,1,1,1"
1990-04-03,338.700012,343.76001,338.700012,343.640015,154310000.0,343.640015,339.43100275000006,339.6850036000001,-0.25400085000001127,-1.1372150571428554,0.8832142071428442,0,"1,1,1,1,1,1,1"
1990-04-04,343.640015,344.119995,340.399994,341.089996,159530000.0,341.089996,339.63800195000005,339.8200042000001,-0.1820022500000391,-0.9324296928571455,0.7504274428571064,0,"1,1,1,1,1,1,1"
1990-04-05,341.089996,342.850006,340.630005,340.730011,144170000.0,340.730011,339.66100305,340.32400510000014,-0.6630020500001592,-0.7980728000000242,0.13507074999986501,0,"1,1,1,1,1,1,1"
1990-04-06,340.730011,341.730011,338.940002,340.079987,137490000.0,340.079987,339.76850275000004,340.6100037000001,-0.8415009500000679,-0.6881441428571813,-0.15335680714288658,-1,"1,1,1,1,1,1,-1"
1990-04-09,340.079987,341.829987,339.880005,341.369995,114970000.0,341.369995,339.90350185,340.98400270000013,-1.080500850000135,-0.6310012928572064,-0.44949955714292855,0,"1,1,1,1,1,-1,-1"
1990-04-10,341.369995,342.410004,340.619995,342.070007,136020000.0,342.070007,340.20700220000003,341.0410034000001,-0.8340012000000456,-0.5982156142857856,-0.23578558571426,0,"1,1,1,1,-1,-1,-1"
1990-04-11,342.070007,343.0,341.26001,341.920013,141080000.0,341.920013,340.4595031,341.0330047000001,-0.5735016000000996,-0.6326442500000796,0.05914264999997998,0,"1,1,1,-1,-1,-1,1"
1990-04-12,341.920013,344.790009,341.910004,344.339996,142470000.0,344.339996,340.77300255,341.3880034000001,-0.615000850000115,-0.6842156785715231,0.06921482857140815,0,"1,1,-1,-1,-1,1,1"
1990-04-16,344.339996,347.299988,344.100006,344.73999,142810000.0,344.73999,340.91450184999997,341.86800220000015,-0.9535003500001835,-0.794429692857258,-0.15907065714292556,0,"1,-1,-1,-1,1,1,-1"
1990-04-17,344.73999,345.190002,342.059998,344.679993,127990000.0,344.679993,340.97200154999996,342.4660003000002,-1.4939987500002303,-0.9131435071429824,-0.5808552428572479,0,"-1,-1,-1,1,1,-1,-1"
1990-04-18,344.679993,345.329987,340.109985,340.72000099999997,147130000.0,340.72000099999997,340.92950124999993,342.1739989000002,-1.2444976500002554,-0.9707144642858664,-0.273783185714389,0,"-1,-1,1,1,-1,-1,-1"
1990-04-19,340.72000099999997,340.72000099999997,337.589996,338.089996,152930000.0,338.089996,340.8470015499999,341.8739989000002,-1.026997350000272,-0.9630711071430288,-0.06392624285724324,0,"-1,1,1,-1,-1,-1,-1"
1990-04-20,338.089996,338.519989,333.410004,335.119995,174260000.0,335.119995,340.8185011999999,341.3129973000002,-0.49449610000027633,-0.9145703785716331,0.4200742785713568,0,"1,1,-1,-1,-1,-1,1"
1990-04-23,335.119995,335.119995,330.089996,331.049988,136150000.0,331.049988,340.5100005499999,340.4099974000002,0.10000314999973625,-0.8183554142859423,0.9183585642856785,0,"1,-1,-1,-1,-1,1,1"
1990-04-24,331.049988,332.97000099999997,329.709991,330.359985,137360000.0,330.359985,340.14649954999993,339.3089964000002,0.8375031499997476,-0.6108548428573906,1.4483579928571382,0,"-1,-1,-1,-1,1,1,1"
1990-04-25,330.359985,332.73999,330.359985,332.02999900000003,133480000.0,332.02999900000003,339.67299949999995,338.30499560000015,1.3680038999997919,-0.27921137857167977,1.6472152785714718,0,"-1,-1,-1,1,1,1,1"
1990-04-26,332.02999900000003,333.76001,330.670013,332.920013,141330000.0,332.920013,339.21900014999994,337.4049956000002,1.8140045499997655,0.19336052142831964,1.6206440285714458,0,"-1,-1,1,1,1,1,1"
1990-04-27,332.920013,333.570007,328.709991,329.109985,130630000.0,329.109985,338.6349989499999,335.88199450000013,2.7530044499997643,0.764432249999751,1.9885722000000134,0,"-1,1,1,1,1,1,1"
1990-04-30,329.109985,331.309998,327.76001,330.799988,122750000.0,330.799988,338.17799824999986,334.4879943000002,3.6900039499996637,1.4382895785711705,2.251714371428493,0,"1,1,1,1,1,1,1"
1990-05-01,330.799988,332.829987,330.799988,332.25,149020000.0,332.25,337.85549764999985,333.24499500000013,4.610502649999717,2.167575114285455,2.4429275357142615,0,"1,1,1,1,1,1,1"
1990-05-02,332.25,334.480011,332.149994,334.480011,141610000.0,334.480011,337.39749744999983,332.62099600000016,4.776501449999671,2.8356462999997314,1.9408551499999396,0,"1,1,1,1,1,1,1"
1990-05-03,334.480011,337.019989,334.47000099999997,335.570007,145560000.0,335.570007,337.12149799999986,332.3689971000001,4.752500899999745,3.3949316928568742,1.357569207142871,0,"1,1,1,1,1,1,1"
1990-05-04,335.579987,338.459991,335.170013,338.390015,140550000.0,338.390015,337.0044981999999,332.6959991000001,4.3084990999997785,3.815002435714015,0.49349666428576366,0,"1,1,1,1,1,1,1"
1990-05-07,338.390015,341.070007,338.109985,340.52999900000003,132760000.0,340.52999900000003,337.0269987999999,333.6440002000001,3.3829985999997803,4.039144442856874,-0.6561458428570939,-1,"1,1,1,1,1,1,-1"
1990-05-08,340.52999900000003,342.02999900000003,340.170013,342.01001,144230000.0,342.01001,337.0589995499999,334.8090027000001,2.249996849999775,3.9672862142854473,-1.7172893642856724,0,"1,1,1,1,1,-1,-1"
1990-05-09,342.01001,343.079987,340.899994,342.859985,152220000.0,342.859985,337.0984984499999,335.8920013000001,1.206497149999791,3.61249952857118,-2.406002378571389,0,"1,1,1,1,-1,-1,-1"
1990-05-10,342.869995,344.980011,342.769989,343.820007,158460000.0,343.820007,337.1934981499999,336.9820007000001,0.21149744999979703,2.984070214285477,-2.77257276428568,0,"1,1,1,-1,-1,-1,-1"
1990-05-11,343.820007,352.309998,343.820007,352.0,234040000.0,352.0,337.57649834999995,339.2710022000001,-1.6945038500001601,2.0596408857140722,-3.7541447357142324,0,"1,1,-1,-1,-1,-1,-1"
1990-05-14,352.0,358.410004,351.950012,354.75,225410000.0,354.75,338.07699884999994,341.66600340000014,-3.5890045500001975,0.8679972499997949,-4.4570017999999925,0,"1,-1,-1,-1,-1,-1,-1"
1990-05-15,354.75,355.089996,352.839996,354.27999900000003,165730000.0,354.27999900000003,338.55699914999997,343.86900330000014,-5.312004150000178,-0.506360357143056,-4.805643792857121,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-16,354.269989,354.679993,351.950012,354.0,159810000.0,354.0,339.2209991,345.8210022000001,-6.600003100000151,-1.9325034571430462,-4.667499642857106,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-17,354.0,356.920013,354.0,354.47000099999997,164770000.0,354.47000099999997,340.03999934999996,347.71100160000015,-7.6710022500001855,-3.3497890428573265,-4.3212132071428595,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-18,354.47000099999997,354.640015,352.519989,354.640015,162520000.0,354.640015,341.01600034999996,349.33600160000015,-8.320001250000189,-4.710717385714466,-3.6092838642857226,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-21,354.640015,359.070007,353.77999900000003,358.0,166280000.0,358.0,342.36350095,351.0830017000002,-8.71950075000018,-5.986574271428749,-2.7329264785714305,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-22,358.0,360.5,356.089996,358.429993,203350000.0,358.429993,343.76700135,352.7250000000002,-8.957998650000206,-7.024216385714469,-1.9337822642857372,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-23,358.429993,359.290009,356.98999,359.290009,172330000.0,359.290009,345.13000185,354.36800240000014,-9.238000550000152,-7.831215814285891,-1.4067847357142602,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-24,359.290009,359.559998,357.869995,358.410004,155140000.0,358.410004,346.40450139999996,355.8270021000002,-9.422500700000228,-8.418429607143041,-1.0040710928571865,0,"-1,-1,-1,-1,-1,-1,-1"
1990-05-25,358.410004,358.410004,354.320007,354.579987,120250000.0,354.579987,347.6780015,356.08500080000016,-8.406999300000166,-8.676571921428758,0.2695726214285923,1,"-1,-1,-1,-1,-1,-1,1"
1990-05-29,354.579987,360.649994,354.549988,360.649994,137410000.0,360.649994,349.1705018,356.67500020000017,-7.504498400000159,-8.65278565714304,1.148287257142881,0,"-1,-1,-1,-1,-1,1,1"
1990-05-30,360.649994,362.26001,360.0,360.859985,199540000.0,360.859985,350.60100105000004,357.33299880000015,-6.731997750000119,-8.425928014285887,1.6939302642857683,0,"-1,-1,-1,-1,1,1,1"
1990-05-31,360.859985,361.839996,360.230011,361.230011,165690000.0,361.230011,351.93850105,358.0559999000002,-6.117498850000175,-8.05421345714303,1.9367146071428554,0,"-1,-1,-1,1,1,1,1"
1990-06-01,361.26001,363.519989,361.209991,363.160004,187860000.0,363.160004,353.3180009,358.92500020000017,-5.606999300000155,-7.575499264285879,1.9684999642857246,0,"-1,-1,1,1,1,1,1"
1990-06-04,363.160004,367.850006,362.429993,367.399994,175520000.0,367.399994,354.76849985,360.20099810000016,-5.432498250000151,-7.031856078571593,1.599357828571442,0,"-1,1,1,1,1,1,1"
