Date,Open,High,Low,Close,Volume,Adj Close,SMA_Close_20-day,SMA_Close_10-day,MACD_Close,SMA_MACD_Close_3-day,Delta_SMA_MACD_Close_3-day,SwingFlag_3-day,SignSequence_3-days
1990-02-02,328.790009,332.100006,328.089996,330.920013,164400000.0,330.920013,335.63849955,328.11000070000006,7.528498849999949,7.823833716666646,-0.29533486666669706,0,"-1,-1,-1"
1990-02-05,330.920013,332.160004,330.450012,331.850006,130950000.0,331.850006,334.54149939999996,328.25700080000007,6.284498599999893,7.19416604999994,-0.9096674500000477,0,"-1,-1,-1"
1990-02-06,331.850006,331.859985,328.200012,329.660004,134070000.0,329.660004,333.54349985,328.06200270000005,5.481497149999939,6.431498199999926,-0.9500010499999876,0,"-1,-1,-1"
1990-02-07,329.660004,333.76001,326.549988,333.75,186710000.0,333.75,332.86549995,328.41100170000004,4.454498249999972,5.406831333333268,-0.9523330833332961,0,"-1,-1,-1"
1990-02-08,333.75,336.089996,332.0,332.959991,176240000.0,332.959991,332.08699955,329.09900210000006,2.9879974499999093,4.307997616666607,-1.3200001666666976,0,"-1,-1,-1"
1990-02-09,333.019989,334.600006,332.410004,333.619995,146910000.0,333.619995,331.77149965,329.8810028000001,1.89049684999992,3.1109975166666004,-1.2205006666666804,0,"-1,-1,-1"
1990-02-12,333.619995,333.619995,329.97000099999997,330.079987,118390000.0,330.079987,331.425499,330.36900030000004,1.0564986999999633,1.9783309999999308,-0.9218322999999675,0,"-1,-1,-1"
1990-02-13,330.079987,331.609985,327.920013,331.019989,144490000.0,331.019989,330.93899845,331.17299810000003,-0.23399965000004386,0.9043319666666131,-1.1383316166666568,0,"-1,-1,-1"
1990-02-14,331.019989,333.200012,330.640015,332.01001,138530000.0,332.01001,330.66949925,331.46600040000004,-0.7965011500000401,0.008665966666626446,-0.8051671166666665,0,"-1,-1,-1"
1990-02-15,332.01001,335.209991,331.609985,334.890015,174620000.0,334.890015,330.5044999,332.076001,-1.5715011000000345,-0.8673339666667061,-0.7041671333333284,0,"-1,-1,-1"
